plan_id,num_rooms,gross_area,usable_area,efficiency,corridor_ratio,avg_room_area,std_room_area,rooms_with_window_ratio,external_wall_ratio,cross_ventilation_ratio,window_wall_ratio
10016,18,206.4933333699999,195.0618563699999,0.9446399706303505,0.05536002936964936,11.471851853888884,6.276155114864863,0.6111111111111112,0.3,0.1111111111111111,0.03285380244137995
10017,9,107.43413806499997,94.08226111499998,0.8757203511799777,0.12427964882002238,11.937126451666664,8.526741397287935,0.3333333333333333,0.42857142857142855,0.0,0.012189421571080904
10018,8,47.83514492999999,44.01183423,0.9200731866581596,0.07992681334184049,5.979393116249999,3.2888903439046477,0.5,0.3888888888888889,0.375,0.020722786174278307
10019,5,47.893579120000005,42.31870636000001,0.8835987440815011,0.11640125591849888,9.578715824000001,6.526729490327993,0.4,0.5454545454545454,0.2,0.018780137474094065
10020,7,53.44029082,49.48016013,0.9258961613188317,0.07410383868116836,7.63432726,4.007410953206793,0.2857142857142857,0.4375,0.14285714285714285,0.023309945190900808
10022,23,243.70995341499994,220.2759342449999,0.9038446364556331,0.09615536354436696,10.596084931086954,7.350294120431974,0.5652173913043478,0.325,0.2608695652173913,0.0276601562863585
10023,12,58.736016605,50.86084929499997,0.8659226865355789,0.13407731346442114,4.894668050416667,4.4851701652005715,0.5,0.3157894736842105,0.16666666666666666,0.03323981285843275
10025,9,85.78374083,78.37110374999999,0.9135892535312742,0.08641074646872585,9.531526758888889,8.957182596968924,0.3333333333333333,0.5277777777777778,0.0,0.056650757101286225
10026,7,68.46539794500003,68.46539794500003,1.0,0.0,9.780771135000006,6.602725316581878,0.5714285714285714,0.35294117647058826,0.0,0.0206120525456329
10028,5,37.279503500000004,37.279503500000004,1.0,0.0,7.455900700000001,5.451144760460709,0.4,0.5384615384615384,0.2,0.02411078248399951
10029,14,82.81833553,74.58312787,0.9005629899792312,0.09943701002076873,5.9155953949999995,4.428054968296184,0.7857142857142857,0.5,0.5,0.034066610756479036
10034,7,64.66197097,64.66197097,1.0,0.0,9.237424424285715,6.183245120457896,0.42857142857142855,0.35294117647058826,0.0,0.02537677054046654
10035,18,134.50268432000004,128.27284096000002,0.9536823864036915,0.0463176135963084,7.472371351111113,7.528300387486323,0.5555555555555556,0.32,0.0,0.03284448947866149
10036,27,130.94689428000004,110.87328927500003,0.8467042298683527,0.15329577013164727,4.849884973333333,4.759626451828813,0.4444444444444444,0.2391304347826087,0.14814814814814814,0.024844552808129222
10037,8,55.63793325000002,48.18479793000002,0.8660421966698414,0.13395780333015864,6.954741656250002,4.580656513796631,0.625,0.3125,0.375,0.04782142046945971
10039,19,163.92412174999996,147.62234621999997,0.9005529182894647,0.09944708171053539,8.627585355263157,6.47648237421406,0.6842105263157895,0.4117647058823529,0.2631578947368421,0.030024001028390437
1004,11,73.79565266499998,67.01827653499998,0.9081602250912215,0.09183977490877845,6.70869569681818,4.467613564963711,0.6363636363636364,0.5,0.18181818181818182,0.03011541167727933
10043,11,50.33514804,44.16626636,0.8774438554328329,0.12255614456716715,4.57592254909091,4.099858656806525,0.6363636363636364,0.45454545454545453,0.18181818181818182,0.02559434212801401
10044,16,176.64665030999993,162.7851000299999,0.9215295039239398,0.07847049607606014,11.040415644374999,8.243204534470399,0.8125,0.42424242424242425,0.4375,0.03399630657847865
10045,7,38.95961237,31.524515300000004,0.8091588540617711,0.19084114593822887,5.565658910000001,3.753527084976098,0.42857142857142855,0.5294117647058824,0.14285714285714285,0.03245576439496796
10046,14,86.45600711,77.54913298000001,0.8969779610725306,0.1030220389274694,6.175429079285714,5.663127196934489,0.5,0.4230769230769231,0.2857142857142857,0.03024992302353857
10047,16,116.30922997500011,105.51029620500013,0.9071532519618509,0.09284674803814916,7.269326873437505,4.212379544841411,0.6875,0.5185185185185185,0.4375,0.044045763617393915
10052,5,84.57138710999999,84.57138710999999,1.0,0.0,16.914277421999998,13.487312162209987,0.8,0.25,0.0,0.01558684379015143
10054,19,172.7007697449999,157.8877049549999,0.9142269903494227,0.08577300965057734,9.089514197105258,6.230402963743398,0.7368421052631579,0.4375,0.47368421052631576,0.029955007656528792
10058,23,204.81425414499995,176.62351154999993,0.8623594694974591,0.13764053050254077,8.904967571521738,5.477091367579756,0.6956521739130435,0.52,0.13043478260869565,0.028262887288605834
10059,6,42.54944921,42.54944921,1.0,0.0,7.091574868333333,5.879980407873179,0.3333333333333333,0.4,0.16666666666666666,0.03696988325833137
10062,6,43.23379173000001,43.23379173000001,1.0,0.0,7.205631955000001,6.078284491609493,0.0,0.5384615384615384,0.0,0.035724625072111424
10063,19,225.64779315500002,204.63959596999996,0.906898282091466,0.09310171790853405,11.876199639736845,9.647181278202972,0.7368421052631579,0.4523809523809524,0.2631578947368421,0.03229221122935932
10064,15,143.995359165,130.901858785,0.9090699835333127,0.09093001646668726,9.599690611,6.180747841324497,0.4,0.39285714285714285,0.2,0.0158979779159191
10069,22,177.06684883499994,159.19061743999998,0.8990424717409528,0.10095752825904729,8.048493128863635,6.129336244059651,0.8636363636363636,0.2682926829268293,0.45454545454545453,0.03553187514430115
1007,7,77.10223654999999,77.10223654999999,1.0,0.0,11.01460522142857,9.764998067306319,0.2857142857142857,0.4444444444444444,0.14285714285714285,0.042801002249266085
10070,3,64.57449079999999,64.57449079999999,1.0,0.0,21.524830266666665,28.46097165355217,0.0,0.6666666666666666,0.0,0.0
10072,10,82.06514920499998,71.00050530499999,0.8651724391268656,0.1348275608731345,8.206514920499998,5.387577097301236,0.4,0.3157894736842105,0.1,0.014243561503556976
10074,24,268.86115285000005,213.44609499000006,0.7938896814486378,0.20611031855136225,11.202548035416669,9.014502814409408,0.5,0.42105263157894735,0.08333333333333333,0.013275599550788678
10075,7,53.8709775,46.85227437,0.869712719989163,0.13028728001083695,7.695853928571429,3.7468078677639505,0.42857142857142855,0.375,0.14285714285714285,0.043891589307062426
10080,7,37.17293613499999,33.91265079499999,0.9122941128954757,0.08770588710452425,5.310419447857142,3.6854511174062425,0.2857142857142857,0.3333333333333333,0.14285714285714285,0.026700285293458196
10082,20,283.4030700350001,268.2139863550001,0.9464046607606468,0.05359533923935321,14.170153501750004,17.852148227578134,0.55,0.34615384615384615,0.15,0.012351267964625993
10083,4,30.054289699999998,22.8155918,0.7591459331677368,0.2408540668322632,7.5135724249999996,4.600410828321726,0.75,0.36363636363636365,0.5,0.02290501645094611
10084,9,83.89132691000002,73.523999145,0.8764195519743984,0.12358044802560157,9.321258545555558,5.2541733470342304,0.4444444444444444,0.4,0.1111111111111111,0.03236867385484503
10088,29,155.39839956,133.64713167,0.8600290096192288,0.1399709903807713,5.358565502068965,5.999917696548304,0.5172413793103449,0.30985915492957744,0.27586206896551724,0.04149138612917654
10089,11,101.47449344,93.75409307000001,0.9239178230087454,0.0760821769912547,9.22495394909091,3.2534237223125486,0.45454545454545453,0.38095238095238093,0.36363636363636365,0.019580191362815986
10092,23,260.50018696500007,219.9528246950001,0.8443480492570711,0.15565195074292898,11.326095085434789,9.101391578005744,0.5652173913043478,0.5423728813559322,0.21739130434782608,0.02484113915768251
10093,24,257.91766999500004,229.39378634500002,0.8894070202690921,0.11059297973090787,10.746569583125,6.045516475447378,0.5833333333333334,0.5405405405405406,0.20833333333333334,0.02430771028647088
10095,7,45.672641410000004,39.98467564000001,0.8754622987766455,0.12453770122335459,6.524663058571429,5.843276652004227,0.14285714285714285,0.5217391304347826,0.0,0.01531914902225929
10096,5,24.709310225000003,24.709310225000003,1.0,0.0,4.941862045000001,5.547539415753516,0.8,0.5714285714285714,0.4,0.06353924839275829
10097,16,137.44973926,131.44121187000002,0.9562856399557496,0.04371436004425053,8.590608703750002,7.365095727670361,0.375,0.24242424242424243,0.0,0.043402732243204005
10102,13,89.79019792000003,81.15764455000001,0.9038586218766183,0.09614137812338171,6.906938301538464,5.0166906181889175,0.6923076923076923,0.35294117647058826,0.0,0.0361630787682757
10105,14,85.05497313,74.62405710000002,0.8773626556314688,0.12263734436853124,6.075355223571428,5.2776052009806955,0.42857142857142855,0.2222222222222222,0.42857142857142855,0.021603651525367494
10106,22,226.24759957499987,195.9764502499999,0.8662034453321781,0.13379655466782192,10.28398179886363,5.836683376522597,0.7272727272727273,0.36,0.36363636363636365,0.03998353970160561
10108,23,234.3709935950001,223.1368474250001,0.9520668236385389,0.047933176361461056,10.190043199782613,11.228268760469044,0.6086956521739131,0.4528301886792453,0.43478260869565216,0.01602815485986026
10112,7,35.92868722500001,35.92868722500001,1.0,0.0,5.13266960357143,3.365479034029898,0.42857142857142855,0.4666666666666667,0.0,0.02442237854405764
10113,5,39.39900318000001,32.96256822000001,0.8366345734536932,0.16336542654630684,7.8798006360000015,3.382717298987153,0.8,0.6111111111111112,0.4,0.0659566179410125
10114,15,114.738596045,87.02264273499999,0.7584426316395756,0.24155736836042443,7.649239736333333,4.801722853518854,0.6666666666666666,0.2857142857142857,0.13333333333333333,0.03948833397109925
10116,11,81.19838769,73.37626131,0.9036664815333109,0.09633351846668917,7.3816716081818186,7.471195730898032,0.5454545454545454,0.3076923076923077,0.18181818181818182,0.022736620424636346
10118,14,87.20725573,83.14509962999999,0.9534195169198221,0.046580483080177815,6.229089695000001,7.264407723690747,0.35714285714285715,0.4722222222222222,0.0,0.03970775104678323
10119,10,64.03881733,55.49941294999999,0.8666526844804864,0.13334731551951362,6.403881733,5.3205546058174376,1.0,0.35,0.4,0.03990954403217436
1012,12,84.86141424000003,77.23045664000001,0.9100774165933814,0.08992258340661857,7.071784520000004,5.148007206562485,0.5,0.38095238095238093,0.0,0.02245420980860618
10122,8,67.15394238500002,62.30781723500002,0.9278355822772594,0.07216441772274063,8.394242798125001,7.604915770141796,0.75,0.28,0.0,0.04256558734276914
10125,20,249.05935940500007,234.63036837500005,0.9420660558010319,0.057933944198968176,12.452967970250002,13.854889090702722,0.55,0.5370370370370371,0.5,0.02683999876965002
10126,8,77.96925671,77.96925671,1.0,0.0,9.746157088749998,6.268335516386252,0.25,0.25,0.125,0.027211622753970568
10127,6,28.383199579999996,24.39732006,0.8595690556744484,0.1404309443255516,4.730533263333332,4.124533797358728,0.3333333333333333,0.7142857142857143,0.0,0.025319555604520046
10128,9,82.10337460999999,72.63398839999999,0.8846650791763357,0.1153349208236642,9.122597178888888,8.86826206467272,0.6666666666666666,0.4444444444444444,0.2222222222222222,0.05446656755878743
10129,10,89.26540789999997,78.99085253999999,0.8848988023276597,0.11510119767234027,8.926540789999997,9.47508480444238,0.6,0.47368421052631576,0.2,0.05364548387393876
10130,11,84.11025283000004,71.25293657000003,0.8471373485704929,0.15286265142950697,7.646386620909093,5.184694363113746,0.7272727272727273,0.38461538461538464,0.45454545454545453,0.03900531896665321
10131,6,56.19787496000002,56.19787496000002,1.0,0.0,9.366312493333337,5.36917270766119,0.6666666666666666,0.47058823529411764,0.3333333333333333,0.025967672283670938
10132,18,189.33765474999998,175.83090215,0.9286631461774774,0.07133685382252258,10.518758597222222,7.275390922457695,0.4444444444444444,0.34375,0.0,0.026850377632027897
10135,6,55.16575492000001,49.73713552000001,0.9015943965985338,0.09840560340146617,9.194292486666669,5.674485755621954,0.5,0.5333333333333333,0.0,0.013317011632766782
10136,11,121.79717597000003,111.55289671000001,0.9158906667710974,0.08410933322890257,11.072470542727276,12.186110823282439,0.6363636363636364,0.4375,0.2727272727272727,0.052483604066276134
10139,10,76.12130884500002,69.35134665000001,0.9110635077388756,0.08893649226112435,7.612130884500003,4.280305123454096,0.5,0.45,0.1,0.02142840302866321
1014,21,265.00022518500003,244.047070045,0.920931557226518,0.07906844277348202,12.619058342142855,10.132804136057514,0.5238095238095238,0.34146341463414637,0.2857142857142857,0.02664246377553504
10140,13,87.94119943999999,76.91371692999998,0.8746039105649932,0.12539608943500682,6.764707649230768,6.0000177737589375,0.5384615384615384,0.3888888888888889,0.07692307692307693,0.02034886960145379
10141,14,152.69887131500008,143.36689453500006,0.9388864062999573,0.06111359370004268,10.90706223678572,14.918939996290256,0.35714285714285715,0.41935483870967744,0.21428571428571427,0.01993956532736262
10142,8,50.28188486000003,45.09315753000003,0.8968072230297853,0.10319277697021469,6.285235607500003,6.229567818667152,0.75,0.375,0.125,0.03908240523344584
10143,16,115.57193812000004,114.57916032000004,0.9914098714951965,0.008590128504803455,7.223246132500001,5.686145839676839,0.4375,0.2857142857142857,0.0625,0.02644296746868469
10146,10,93.98209278,86.981024795,0.9255063621387044,0.07449363786129563,9.398209278,6.499879280890093,0.5,0.32,0.0,0.027195340350453463
10147,12,105.948330005,90.15417808500001,0.8509259002076331,0.14907409979236685,8.829027500416666,7.752559582978398,0.16666666666666666,0.3125,0.08333333333333333,0.04139118185999765
10149,15,112.79828737999996,100.46505896999996,0.8906612086365171,0.10933879136348292,7.519885825333332,7.810726698686261,0.5333333333333333,0.2,0.13333333333333333,0.03430861487251767
10150,12,122.84803515000003,110.59852036000004,0.9002872551030785,0.09971274489692143,10.237336262500003,6.728090284808662,0.5,0.2222222222222222,0.08333333333333333,0.02897413658797165
10151,23,265.26361503000004,235.72799989000012,0.888655610997914,0.11134438900208603,11.533200653478264,9.636771917709762,0.43478260869565216,0.33962264150943394,0.13043478260869565,0.0230831016885128
10152,3,80.46400516000001,80.46400516000001,1.0,0.0,26.82133505333334,36.06751727024548,0.0,0.75,0.0,0.004521922557502503
10153,6,44.21978468000001,38.89259496000001,0.8795292704713369,0.12047072952866303,7.369964113333335,5.177286399285697,0.3333333333333333,0.5294117647058824,0.0,0.01979711132324757
10155,4,154.012499955,154.012499955,1.0,0.0,38.50312498875,64.78262237831497,0.0,0.6666666666666666,0.0,0.0033623509465225943
10156,13,88.79575465999999,88.79575465999999,1.0,0.0,6.830442666153845,4.823442877968333,0.46153846153846156,0.5357142857142857,0.15384615384615385,0.023253312592546416
10158,6,41.706671320000005,41.706671320000005,1.0,0.0,6.951111886666667,6.725367077206041,0.5,0.6,0.16666666666666666,0.02371231552890091
10159,8,67.681941405,61.57871704500001,0.9098249217840977,0.09017507821590229,8.460242675625,4.504544763247148,0.375,0.5333333333333333,0.0,0.025601171657171056
10160,8,82.91518889999999,75.80986544,0.9143061295009606,0.08569387049903954,10.3643986125,5.607651984320855,0.625,0.55,0.125,0.0222928515815031
10161,8,67.4559804,61.85017919,0.916896898143667,0.083103101856333,8.43199755,4.6092828639872305,0.625,0.3125,0.0,0.021806532071395268
10162,9,83.18068790000001,74.47194902000001,0.895303355864649,0.10469664413535107,9.242298655555556,3.209198138073703,0.6666666666666666,0.47368421052631576,0.4444444444444444,0.02739632260242461
10163,7,69.44352321999999,69.44352321999999,1.0,0.0,9.920503317142856,6.906838743417679,0.42857142857142855,0.47058823529411764,0.0,0.03366130578649514
10167,8,77.82248659,72.47339578999998,0.9312654859233532,0.06873451407664688,9.72781082375,4.614469829537848,0.625,0.47619047619047616,0.375,0.06216224117184175
10170,8,77.73932275000001,70.53104245,0.9072762657943272,0.09272373420567272,9.717415343750002,5.209886070920381,0.5,0.26666666666666666,0.0,0.04498293625795711
10172,13,78.19424718,70.10257564999999,0.8965183268358181,0.10348167316418186,6.014942090769231,4.440675602598057,0.6923076923076923,0.3333333333333333,0.23076923076923078,0.020573683205834088
10173,11,74.37972201000001,67.48404662000002,0.9072909227991884,0.09270907720081159,6.7617929100000005,5.799504451204837,0.2727272727272727,0.2692307692307692,0.0,0.04238160502369423
10176,22,171.64878733000012,158.35179979000011,0.9225337519312844,0.07746624806871556,7.802217605909096,5.089061916217515,0.6363636363636364,0.22727272727272727,0.3181818181818182,0.01558503873876458
10179,5,42.86070722000001,42.86070722000001,1.0,0.0,8.572141444000001,4.1733984285322645,0.2,0.4,0.0,0.026211886664244337
1018,3,40.72701131000001,40.72701131000001,1.0,0.0,13.57567043666667,5.927099172834956,1.0,0.3333333333333333,0.6666666666666666,0.028327146109951046
10180,14,176.74333688000002,119.13535398,0.6740585307659265,0.32594146923407347,12.624524062857144,8.966998516108282,0.5714285714285714,0.6666666666666666,0.2857142857142857,0.04148836252864632
10182,6,40.86204475,36.85823635,0.9020164452245135,0.09798355477548637,6.810340791666667,6.054298736524216,0.3333333333333333,0.3076923076923077,0.16666666666666666,0.04430725043440227
10186,7,52.33213707,46.65269028,0.8914730582776867,0.10852694172231328,7.476019581428572,4.589897780598787,0.42857142857142855,0.35294117647058826,0.0,0.02668250024133783
10187,9,71.867681785,59.790569379999994,0.8319534997506945,0.16804650024930548,7.985297976111111,4.2281036279849324,0.7777777777777778,0.36,0.3333333333333333,0.05161062348019375
1019,12,132.64966969500003,132.64966969500003,1.0,0.0,11.054139141250003,11.487164246460125,0.4166666666666667,0.36363636363636365,0.25,0.02166417003983198
10190,9,65.95330289999998,65.95330289999998,1.0,0.0,7.328144766666664,5.304833319086224,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.03614307237371127
10191,11,87.17146806000002,87.17146806000002,1.0,0.0,7.9246789145454555,5.70483970179433,0.36363636363636365,0.35294117647058826,0.0,0.02442455458630719
10195,24,221.6133644400001,212.6649738700001,0.9596216113021346,0.04037838869786535,9.233890185000002,6.02413409817129,0.7083333333333334,0.28888888888888886,0.25,0.033845734863299504
10196,5,35.73371234,35.73371234,1.0,0.0,7.146742467999999,6.688832912225573,0.2,0.46153846153846156,0.0,0.05101225931008323
10199,10,83.15947179000004,83.15947179000004,1.0,0.0,8.315947179000004,6.0627444348353325,0.2,0.5483870967741935,0.1,0.03427732257845809
102,27,284.1867046600001,259.6224817500001,0.9135630819204278,0.08643691807957224,10.52543350592593,7.871166272272012,0.8518518518518519,0.48148148148148145,0.5925925925925926,0.05392755188296125
1020,5,123.00305741999998,123.00305741999998,1.0,0.0,24.600611483999995,8.600497327483502,0.8,0.5,0.0,0.04524921670032406
10200,22,153.35960466000003,132.93631662,0.8668274602997401,0.13317253970025988,6.970891120909093,6.924748084717215,0.5909090909090909,0.27906976744186046,0.045454545454545456,0.015141712220425914
10203,8,71.21593535999999,71.21593535999999,1.0,0.0,8.90199192,5.69516986934301,0.5,0.34782608695652173,0.0,0.019199307614064826
10209,14,170.56643568999996,170.56643568999996,1.0,0.0,12.183316835,9.115724997627465,0.6428571428571429,0.2647058823529412,0.21428571428571427,0.03195547226481431
1021,17,201.14104119499999,193.259487475,0.960815785415175,0.03918421458482499,11.831825952647058,14.223501414044538,0.6470588235294118,0.7432432432432432,0.11764705882352941,0.009908662688425648
10210,11,65.25573555500004,59.96896692500004,0.9189838473961555,0.08101615260384452,5.932339595909095,5.19607104470657,0.7272727272727273,0.42857142857142855,0.09090909090909091,0.012389471563286295
10211,13,121.33704716,113.00467421,0.9313286984888253,0.0686713015111748,9.333619012307691,10.053356764158659,0.8461538461538461,0.3333333333333333,0.6923076923076923,0.044114516425817304
10212,21,146.68433889500002,131.246592695,0.8947553207363828,0.10524467926361719,6.984968518809526,5.622426851081576,0.42857142857142855,0.2631578947368421,0.0,0.037642392920708916
10213,10,83.08538215000002,74.43149678500001,0.8958434667920703,0.1041565332079297,8.308538215,7.473632182393764,0.7,0.4375,0.1,0.024366741147618463
10216,9,87.20715417000002,87.20715417000002,1.0,0.0,9.68968379666667,5.561389325312698,0.4444444444444444,0.2222222222222222,0.0,0.017601709568548764
10217,7,35.49044501,32.80007949,0.9241946524130101,0.07580534758698997,5.070063572857143,3.2378318060487006,0.42857142857142855,0.5384615384615384,0.0,0.027338456864280467
10218,6,65.44822035,65.44822035,1.0,0.0,10.908036725,4.8276737016292826,0.3333333333333333,0.5,0.0,0.027685458677258034
10219,16,163.8316329,134.80365464000002,0.8228182326808758,0.17718176731912422,10.23947705625,7.113730823766827,0.3125,0.3157894736842105,0.125,0.02579258916731437
10220,4,44.11438395,44.11438395,1.0,0.0,11.0285959875,5.715055609242015,0.5,0.75,0.0,0.013090537559235253
10221,22,226.76219488999993,196.43544300000002,0.8662618700409426,0.13373812995905743,10.307372494999997,8.305965562190371,0.5454545454545454,0.23529411764705882,0.09090909090909091,0.01807694180235108
10222,7,64.16491910000003,55.11862785000004,0.859014997963272,0.14098500203672806,9.166417014285718,5.391259874695113,0.42857142857142855,0.5,0.14285714285714285,0.02639238112902126
10224,7,51.6148038,45.190343729999995,0.8755306695556982,0.12446933044430175,7.3735434,4.536305871209579,0.42857142857142855,0.35294117647058826,0.14285714285714285,0.02717762922117319
10225,8,77.8086511,71.63327306000001,0.9206337861831922,0.07936621381680788,9.7260813875,6.308843105271982,0.375,0.391304347826087,0.0,0.0313861500678297
10228,19,195.4168377650001,175.77713485000012,0.8994984099649701,0.10050159003502994,10.28509672447369,9.31747425125157,0.42105263157894735,0.43333333333333335,0.10526315789473684,0.025633024755132565
10230,11,76.80637445,70.25109715,0.9146519107698879,0.08534808923011204,6.982397677272728,5.401987193608911,0.6363636363636364,0.4444444444444444,0.2727272727272727,0.026093185811090006
10231,9,102.04797937500001,94.08352126500002,0.92195378920015,0.07804621079985,11.338664375,8.012011985786112,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.025325685778675493
10234,13,90.35204601,78.31935416500001,0.8668243567647795,0.13317564323522055,6.950157385384615,4.933455288654156,0.6153846153846154,0.3448275862068966,0.3076923076923077,0.031425255491012785
10236,17,140.96652937,130.73669557999997,0.9274307607932277,0.07256923920677222,8.29214878647059,5.645176258281572,0.6470588235294118,0.3870967741935484,0.5294117647058824,0.02525600464103977
10237,25,582.49380621,577.2775744200001,0.9910450004199368,0.008954999580063204,23.29975224839999,37.98668890408408,0.12,0.46296296296296297,0.04,0.017714390024397376
10238,20,202.47109644500011,162.1078533750001,0.8006468884759341,0.1993531115240659,10.123554822250004,7.586154182073526,0.8,0.3157894736842105,0.3,0.02271513850990262
10240,11,108.82280094500004,105.19798166500004,0.9666906268858857,0.033309373114114346,9.892981904090913,8.960333308783007,0.5454545454545454,0.2702702702702703,0.09090909090909091,0.015360935534501156
10241,12,108.005123,94.83274896,0.8780393589292983,0.12196064107070181,9.000426916666667,5.72590010639728,0.5833333333333334,0.5833333333333334,0.25,0.018036144452147962
10242,11,85.96162856000001,75.26716114,0.8755902185760077,0.12440978142399221,7.814693505454546,5.656465567219409,0.45454545454545453,0.4,0.09090909090909091,0.027061604101373087
10249,6,60.75573658000001,60.75573658000001,1.0,0.0,10.125956096666668,5.496707478546428,0.5,0.5384615384615384,0.0,0.01699723924242483
1025,14,109.57574098500002,109.57574098500002,1.0,0.0,7.826838641785716,9.111560313721561,0.2857142857142857,0.3333333333333333,0.07142857142857142,0.018481020495925444
10251,9,48.39822658999998,47.89783534999998,0.9896609591868106,0.01033904081318938,5.37758073222222,4.267993513046471,0.5555555555555556,0.42857142857142855,0.4444444444444444,0.018530325245125878
10252,11,110.96103492999998,103.84144210999995,0.9358370005787037,0.06416299942129634,10.087366811818182,7.258399031775295,0.5454545454545454,0.3684210526315789,0.2727272727272727,0.023003719653572594
10254,8,74.63017354,63.57252148999999,0.8518340300512183,0.14816596994878178,9.328771692500002,5.537999925286206,0.625,0.3333333333333333,0.125,0.03275092853281371
10255,20,141.07182289,118.63800301999999,0.840975898585413,0.15902410141458695,7.0535911444999995,5.471434445804887,0.45,0.39473684210526316,0.1,0.02122050979899988
10260,10,74.39265386999999,66.94661810999999,0.8999089913768659,0.1000910086231341,7.439265386999999,4.455397141242938,0.6,0.32,0.0,0.028403249650058377
10262,6,52.30731728499999,52.30731728499999,1.0,0.0,8.717886214166665,4.058249492815781,0.8333333333333334,0.40625,0.16666666666666666,0.012271476216274566
10263,15,172.25646065999996,135.68197536000002,0.7876742320150726,0.21232576798492753,11.483764043999996,8.617701851142238,0.6,0.5161290322580645,0.2,0.028447072587147085
10266,7,63.178766440000004,63.178766440000004,1.0,0.0,9.025538062857143,5.897213932847885,0.42857142857142855,0.55,0.0,0.014068413330673397
10267,25,185.75587270999998,166.53012598999996,0.8964999252001306,0.10350007479986936,7.430234908399999,6.405545690491129,0.48,0.2916666666666667,0.04,0.025516983990056207
10271,3,65.56961889000002,65.56961889000002,1.0,0.0,21.856539630000004,28.930438138634482,0.0,0.75,0.0,0.0065076785136700685
10272,21,163.9832635399999,153.4472810499999,0.9357496474789331,0.06425035252106683,7.808726835238091,4.867221019656986,0.42857142857142855,0.35,0.0,0.01562208816130231
10274,11,55.49683963499999,53.10980478999999,0.9569879138938466,0.043012086106153306,5.045167239545454,5.7639251183650595,0.36363636363636365,0.5686274509803921,0.36363636363636365,0.034808813307302344
10275,8,59.21480161,51.82854676,0.875263369137884,0.12473663086211595,7.401850201250001,4.224016622190005,0.375,0.625,0.125,0.051467624177353115
10276,13,94.831357595,82.41684426500001,0.8690885204552365,0.13091147954476348,7.294719815,6.683885004610716,0.38461538461538464,0.1875,0.15384615384615385,0.03570232553729137
10278,17,141.38402099,133.88744205,0.9469771839313423,0.05302281606865768,8.316707117058822,7.04871945955202,0.47058823529411764,0.3225806451612903,0.058823529411764705,0.03292107529131029
10280,7,49.70170731000001,45.29512614000001,0.9113394406651822,0.08866055933481772,7.1002439014285725,4.502393185788712,0.5714285714285714,0.5238095238095238,0.0,0.023417384693459525
10282,5,31.786008205000005,27.123824795000008,0.8533259231567609,0.14667407684323908,6.357201641000001,2.6738238359814575,0.2,0.6153846153846154,0.0,0.01763234931499952
10283,17,109.29304660000001,109.29304660000001,1.0,0.0,6.429002741176472,4.264909175592637,0.47058823529411764,0.41935483870967744,0.0,0.030915379386999235
10285,25,191.39553606499996,161.71165466499994,0.8449081832821898,0.1550918167178103,7.6558214426,6.96598944703368,0.68,0.25,0.2,0.03833974475511253
